0  0  0.1000  0.0802  -1.1872442  -1.2002366  -1.2002366  1.3560343
0  1  0.1000  0.0829  -1.1188510  -1.1276032  -1.1276032  1.3653190
0  2  0.1000  0.0857  -1.0541991  -1.0589569  -1.0589569  1.3745707
0  3  0.1000  0.0886  -0.9930909  -1.0012244  -1.0012244  1.3837888
0  4  0.1000  0.0916  -0.9353391  -0.9418125  -0.9418125  1.3929731
0  5  0.1000  0.0947  -0.8807658  -0.8889916  -0.8889916  1.4021231
0  6  0.1000  0.0979  -0.8292024  -0.8354920  -0.8354920  1.4112385
0  7  0.1000  0.1013  -0.7804891  -0.7842445  -0.7842445  1.4203190
0  8  0.1000  0.1047  -0.7344743  -0.7366111  -0.7366111  1.4293643
0  9  0.1000  0.1083  -0.6910142  -0.6982146  -0.6982146  1.4383742
0  10  0.1000  0.1119  -0.6499725  -0.6571362  -0.6571362  1.4473485
0  11  0.1000  0.1157  -0.6112199  -0.6155851  -0.6155851  1.4562870
0  12  0.1000  0.1197  -0.5746341  -0.5781059  -0.5781059  1.4651895
0  13  0.1000  0.1237  -0.5400987  -0.5468263  -0.5468263  1.4740561
0  14  0.1000  0.1279  -0.5075038  -0.5120911  -0.5120911  1.4828866
0  15  0.1000  0.1323  -0.4767451  -0.4787519  -0.4787519  1.4916810
0  16  0.1000  0.1368  -0.4477235  -0.4504459  -0.4504459  1.5004393
0  17  0.1000  0.1414  -0.4203453  -0.4236309  -0.4236309  1.5091615
0  18  0.1000  0.1462  -0.3945219  -0.3960056  -0.3960056  1.5178477
0  19  0.1000  0.1512  -0.3701688  -0.3719892  -0.3719892  1.5264979
0  20  0.1000  0.1563  -0.3472065  -0.3489969  -0.3489969  1.5351123
0  21  0.1000  0.1616  -0.3255592  -0.3279715  -0.3279715  1.5436910
0  22  0.1000  0.1671  -0.3051555  -0.3068499  -0.3068499  1.5522341
0  23  0.1000  0.1728  -0.2859275  -0.2876450  -0.2876450  1.5607419
0  24  0.1000  0.1786  -0.2678108  -0.2676265  -0.2676265  1.5692145
0  25  0.1000  0.1847  -0.2507447  -0.2533197  -0.2533197  1.5776522
0  26  0.1000  0.1910  -0.2346714  -0.2356236  -0.2356236  1.5860552
0  27  0.1000  0.1975  -0.2195364  -0.2207594  -0.2207594  1.5944239
0  28  0.1000  0.2042  -0.2052880  -0.2032977  -0.2032977  1.6027584
0  29  0.1000  0.2111  -0.1918771  -0.1930860  -0.1930860  1.6110591
0  30  0.1000  0.2183  -0.1792575  -0.1809017  -0.1809017  1.6193263
0  31  0.1000  0.2257  -0.1673851  -0.1679255  -0.1679255  1.6275605
0  32  0.1000  0.2333  -0.1562184  -0.1563680  -0.1563680  1.6357618
0  33  0.1000  0.2413  -0.1457182  -0.1471365  -0.1471365  1.6439307
0  34  0.1000  0.2495  -0.1358470  -0.1367591  -0.1367591  1.6520677
0  35  0.1000  0.2579  -0.1265697  -0.1260085  -0.1260085  1.6601730
0  36  0.1000  0.2667  -0.1178530  -0.1184935  -0.1184935  1.6682471
0  37  0.1000  0.2757  -0.1096651  -0.1093265  -0.1093265  1.6762904
0  38  0.1000  0.2851  -0.1019764  -0.1015171  -0.1015171  1.6843034
0  39  0.1000  0.2948  -0.0947584  -0.0952535  -0.0952535  1.6922864
0  40  0.1000  0.3048  -0.0879845  -0.0885091  -0.0885091  1.7002400
0  41  0.1000  0.3151  -0.0816293  -0.0823783  -0.0823783  1.7081646
0  42  0.1000  0.3258  -0.0756690  -0.0756676  -0.0756676  1.7160606
0  43  0.1000  0.3369  -0.0700809  -0.0713356  -0.0713356  1.7239286
0  44  0.1000  0.3483  -0.0648436  -0.0655919  -0.0655919  1.7317689
0  45  0.1000  0.3602  -0.0599369  -0.0609109  -0.0609109  1.7395821
0  46  0.1000  0.3724  -0.0553417  -0.0555346  -0.0555346  1.7473687
0  47  0.1000  0.3850  -0.0510398  -0.0518811  -0.0518811  1.7551290
0  48  0.1000  0.3981  -0.0470143  -0.0467682  -0.0467682  1.7628637
0  49  0.1000  0.4116  -0.0432489  -0.0440253  -0.0440253  1.7705732
0  50  0.1000  0.4256  -0.0397284  -0.0398518  -0.0398518  1.7782580
0  51  0.1000  0.4400  -0.0364384  -0.0370816  -0.0370816  1.7859185
0  52  0.1000  0.4550  -0.0333653  -0.0331527  -0.0331527  1.7935552
